,title,year,duration,genres,rating,synopsis,directors,stars
5591,The Swearing Jar,2022.0,110,"Drama, Musical, Romance",6.2,"""It is a rare and miraculous thing to find your one true soul mate."" Carey soon learns that finding two of them can pose an even greater problem.",Lindsay MacKay,"Adelaide Clemens,Kathleen Turner,Patrick J. Adams,Douglas Smith"
5592,The Substitute,2022.0,112,Drama,6.5,A substitute teacher gets involved when one of his students is threatened by a drug kingpin.,Diego Lerman,"Juan Minujín,Alfredo Castro,Bárbara Lennie,Renata Lerman"
5593,Bruiser,2022.0,97,Drama,7.0,"A 14-year-old boy turns to a charismatic loner for help after being beaten up, in director Miles Warren's searing feature debut about fathers, families, and the effects of fighting.",Miles Warren,"Jalyn Hall,Trevante Rhodes,Shamier Anderson,Shinelle Azoroh"
5594,"Finding Love in Big Sky, Montana",2022.0,87,Romance,6.3,"An independent country girl, PAISLEY (Hedy Nasser), takes on the task of upholding her adored grandfather's ranch. After being denied the funding needed to refurbish the ranch, she is ...",Sandra L. Martin,"Hedy Nasser,Jonathan Stoddard,Nathan Kehn,Raechel Wong"
5595,Riceboy Sleeps,2022.0,117,Drama,8.5,"Set in the 90s, a Korean single mother raises her young son in the suburbs of Canada determined to provide a better life for him than the one she left behind.",Anthony Shim,"Choi Seung-yoon,Ethan Hwang,Dohyun Noel Hwang,Anthony Shim"
5596,Charcoal,2022.0,107,Drama,7.4,A family straining to care for their bedridden patriarch is offered a diabolical deal: to put their elder to rest and host an Argentinian drug kingpin in need of a place to hide.,Carolina Markowicz,"César Bordón,Rômulo Braga,Jean de Almeida Costa,Maeve Jinkings"
5597,North of Normal,2022.0,90,Drama,9.3,"After being raised in the wilderness, a teenage girl moves to the city hoping for a normal life with her anything but normal mother.",Carly Stone,"Sarah Gadon,Robert Carlyle,James D'Arcy,Benedict Samuel"
5598,Stellar,2022.0,87,"Drama, Romance",7.0,Two Indigenous characters have an encounter that sets off a cosmic and environmental connection link to the past and future.,Darlene Naponse,"Elle-Máijá Tailfeathers,Braeden Clarke,Rossif Sutherland,K.C. Collins"
5599,Kacchey Limbu,2022.0,109,"Drama, Family",8.1,Siblings on competing cricket teams struggle to balance family and team loyalties.,Shubham Yogi,"Rajat Barmecha,Radhika Madan,Ayush Mehra"
5600,Shimoni,2022.0,97,Drama,7.5,A teacher newly released from prison renegotiates the confines of the physical world while forced to face his nightmare in the flesh.,Angela Wamai,"Justin Mirichii,Muthoni Gathecha,Sam Psenjen,Vivian Wambui"
5601,The Young Arsonists,2022.0,97,Drama,7.1,It tells the story of four girls who form an intense and obsessive bond while reclaiming an abandoned farmhouse in an isolated farming community.,Sheila Pye,"Maddy Martin,Jenna Warren,Sadie Rose,Madison Baines"
5602,Tora's Husband,2022.0,150,,6.7,It follows a father as he strains to keep his small-town business afloat while his relationships deteriorate amidst personal loss and lockdowns.,Rima Das,"Abhijit Das,Tarali Kalita Das,Bhuman Bhargav Das,Purbanchali Das"
5603,Under Water,2022.0,70,Drama,7.3,"Along with her soon-to-be ex-husband, a woman returns to her childhood home to confront her mother, an avid doomsday prepper","Edgar Kapp,Kuba Szutkowski","Elisa Beuger,Julia van de Graaff,Stijn Westenend,Jack Wouterse"
5604,Zhizn,2022.0,175,Drama,5.1,A tech company that digitizes memories experiences a catastrophic data loss.,Emir Baigazin,"Yerkebulan Tasynov,Karina Huramshina,Yerzhan Burkutbayev,Tamerlan Tulegenov"
5605,Doctor Faustus,2022.0,112,"Drama, History, Horror",,"In a post COVID pandemic world, a group of British theatre students perform Marlowe's Doctor Faustus, it's message and theme is contrasted with visuals of evil from the beginning of recorded history to today.",Mark Penney,"Joe Biden,Napoléon Bonaparte,Richard Burton,King Charles III"
5606,20 vs. 1: Logan Paul Edition,2022.0,54,Comedy,,,,
5607,J005311,2022.0,93,Crime,,"Kanzaki, a businessman who despairs of life, witnesses a purse snatching by Yamamoto, a young man in the same situation. He asks Yamamoto to drive him to a certain location for a high fee.",Hiroki Kono,"Nomura Kazuaki,Hiroki Kono"
5608,"Letizia, Reina",2022.0,60,Biography,,,Hernán Zin,
5609,Erlebnis Bühne: Barock trifft Swing,2022.0,67,Music,,,Emanuel Altenburger,"Rafael Bonavita,François Guerrier,Jan Krigovsky,Nenad Lecic"
5610,Get to Eleven,2022.0,65,Drama,,,Dave Quay,Padraic Lillis
5611,All Quiet on the Western Front,2022.0,148,"Action, Drama, War",7.8,A young German soldier's terrifying experiences and distress on the western front during World War I.,Edward Berger,"Felix Kammerer,Albrecht Schuch,Aaron Hilmer,Moritz Klaus"
5612,Devotion,2022.0,139,"Action, Drama, War",6.6,A pair of U.S. Navy fighter pilots risk their lives during the Korean War and become some of the Navy's most celebrated wingmen.,J.D. Dillard,"Jonathan Majors,Glen Powell,Christina Jackson,Thomas Sadoski"
5613,Raymond & Ray,2022.0,105,"Comedy, Drama",6.2,"Half brothers Raymond and Ray reunite when their estranged father dies - and discover that his final wish was for them to dig his grave. Together, they process who they've become as men, both because of their father and in spite of him.",Rodrigo García,"Ewan McGregor,Jalyn Baiden,Ethan Hawke,Laura Linda Bradley"
5614,Wildflower,2022.0,105,Drama,7.6,A coming-of-age film that follows Bea Johnson from birth to graduation as she navigates life with an intellectually disabled parent and an extended family who can't quite agree on the best way to help.,Matt Smukler,"Alexandra Daddario,Jean Smart,Chloe Rose Robertson,Ryan Kiera Armstrong"
5615,Sanctuary,2022.0,96,"Drama, Thriller",7.1,"Follows a dominatrix and Hal, her wealthy client, and the disaster that ensues when Hal tries to end their relationship.",Zachary Wigon,"Christopher Abbott,Margaret Qualley"
5616,Subtraction,2022.0,107,"Drama, Mystery",7.2,A married couple believe they meet their doppelgängers in Tehran.,Mani Haghighi,"Navid Mohammadzadeh,Taraneh Alidoosti,Ali Bagheri,Saeed Changizian"
5617,Viking,2022.0,104,"Drama, Sci-Fi",7.5,A behavioral research team observes and attempts to replicate the experiences of the first manned mission to Mars.,Stéphane Lafleur,"Steve Laplante,Larissa Corriveau,Fabiola Nyrva Aladin,Hamza Haq"
5618,Wolves of War,2022.0,87,"Action, Thriller, War",3.8,"At the end of WWII, a tough British officer leads a band of Allied commandos into enemy territory in Bavaria on one last impossible mission to extract an American held hostage by the Nazis.",Giles Alderson,"Rupert Graves,Ed Westwick,Anastasia Martin,Éva Magyar"
5619,Theatre of Thought,2022.0,107,,7.6,Werner Herzog sets his sights on yet another mysterious landscape - the human brain - for clues as to why a hunk of tissue can produce profound thoughts and feelings while considering the ...,Werner Herzog,
5620,Pterodactyl,2022.0,83,"Action, Adventure, Horror",3.9,"After her sister goes missing, a young lady will discover what lurks on a deadly island..",Sophie Storm K.,"Danielle Scott,May Kelly,Chrissie Wunna,Sarah Alexandra Marks"
5621,La casa entre los cactus,2022.0,88,"Drama, Thriller",5.7,"In the perfect home of a remote Canarian landscape, Rosa, Elio and their five daughters hide a secret. And Fran has come to uncover it.",Carlota González-Adrio,"Ariadna Gil,Daniel Grao,Ricardo Gómez,Aina Picarolo"
5622,Curse of Jack Frost,2022.0,80,Horror,4.0,"A family is terrorized by a Christmas demon, Jack Frost, and must learn their family's dark secrets that link to why they are cursed. This Christmas, Jack will stop at nothing to exact his vengeance on those left in the bloodline.",Liana Failla,"Sarah T. Cohen,Nicola Wright,Richard Kovacs,Sylvia Clegg"
5623,Mittagsstunde,2022.0,93,Drama,7.6,The lecturer Ingwer Feddersen sets up a sabbatical to take care of his parents and moves back to his North Frisian home village of Brinkebüll for a year. There's nothing here anymore as it ...,Lars Jessen,"Charly Hübner,Lennard Conrad,Peter Franke,Rainer Bock"
5624,Below the Surface,2022.0,100,"Action, Drama, History",5.5,"Year 1940. The crew of the Polish submarine struggles in the underwater darkness against all odds: attacks of the invisible enemy, claustrophobia, own fatigue, mistakes and failures.",Jacek Blawut,"Tomasz Zietek,Mateusz Kosciukiewicz,Antoni Pawlicki,Rafal Zawierucha"
5625,Johnny,2022.0,119,"Biography, Drama",6.9,Love for the world and other people and about the fact that everyone deserves a second chance. When Patryk receives it from a priest Jan Kaczkowski does not even suspect how it will change his life.,Daniel Jaroszek,"Dawid Ogrodnik,Piotr Trojan,Beata Zygarlicka,Grazyna Bulka"
5626,Yakuza,2022.0,117,"Action, Crime",,The tale of a yakuza (Japanese gangster) who makes his way through the Japanese criminal underworld.,,
5627,Concrete Valley,2022.0,90,Drama,,"Rashid, a doctor from Syria, struggles to adjust to his life in Canada after five years in Toronto's Thorncliffe Park with his wife Farah and son Ammar.",Antoine Bourges,"Hussam Douhna,Amani Ibrahim,Abdullah Nadaf,Limar Aswad"
5628,When Morning Comes,2022.0,87,Drama,6.6,A young boy struggles with his widowed mother's decision to relocate the family from Jamaica to Canada.,Kelly Fyffe-Marshall,"Paul Campbell,Naomi Cowan,Jarden Crooks,Djamari Roberts"
5629,Bir Zamanlar Gelecek: 2121,2022.0,92,"Drama, Sci-Fi",5.6,"The life of a family of four, living as wife, husband, child, and grandmother in their underground house, is changed by the newborn baby.",Serpil Altin,"Sukeyna Kiliç,Aysenil Samlioglu,Selen Öztürk,Çagdas Onur Öztürk"
5630,Udd Jaa Nanhe Dil,2022.0,100,Family,,"The principal of a high profile school comes across a bright kid Raghu who is the son of a dhobi, and he gives him an opportunity to learn in his school along with the kids coming from rich...",Swaroop Raj Medara,"Rajgopal Iyer,Gaurav Kamble,Surendra Pal,Suniel Shetty"
5631,Dopolnitelnyy urok,2022.0,97,"Drama, Mystery",4.8,"During the next duty, patrolman Vera Sedova single-handedly prevents a tragedy at the college, but a student dies in the process. She claims that the guy had a shotgun, but no weapons were ...",Anna Kurbatova,"Yuliya Aleksandrova,Matvey Astrakhantsev,Nikolay Baloban,Valeria Bogdanova"
5632,Spadek,2022.0,75,Drama,,"Janek, a graphic designer from a big city, is summoned to the opening of the last will of a complete stranger. Eager to learn the history of his family, he and his younger sister drive to a small town.",Jakub Laskowski,"Michal Kaleta,Andrzej Konopka,Maciej Musialowski,Michalina Olszanska"
5633,It's a Cop Thing 2: The Last Laugh,2022.0,83,"Action, Comedy",,"Lt. Matt McCarthy and Det. Adam Willis are BACK. This time, they're on a mission to stop corruption within the Cheboygan Police Dept with a twist you DON'T wanna miss.",Matt Kwiatkowski,"Matt Kwiatkowski,Mike Root,Timm Williams,Kristy Kwiatkowski"
5634,Hela 2022,2022.0,84,Drama,,"Hela is a rebellious teenager who goes to other care and educational institutions. No matter what, she wants to look after her little sister. When she finds out that she has been adopted, ...",Anna Kasperska,"Marta Stalmierska,Martyna Zuzola,Bogdan Lachendrowicz,Artur Pierscinski"
5635,Algorytmika,2022.0,82,Sci-Fi,,"Marcin who struggles with raising his daughter Emi who lives with a prosthetic hand, gets a order from a client named EL-2040 the day before the premiere of a show called Algorhythmics which takes place on a death anniversary of his wife.",Marcin Piotrowski,"Paulina Chapko,Katarzyna Dabrowska,Aleksandra Zagrodzka,Oliwier Zawadka"
5636,Czas na pogode,2022.0,75,Drama,,"Adam is 50 years old and the epitome of mediocrity. He has had a series of failures in his life, in addition, his aunt has just died, and his inherited apartment has been flooded by a ...",Jacek Raginis-Królikiewicz,"Ewa Konstancja Bulhak,Lukasz Lewandowski,Barbara Zgorzelewicz,Zbigniew Moskal"
5637,Wake Up,2022.0,75,Drama,,"Teenage Zosia wants to retrieve the flag her brother lost in a football fan skirmish, so she kidnaps Cygan, the leader of the rivals, and offers an exchange. Things get complicated when the opposing team starts playing their own game.",Filip Dzierzawski,"Martyna Byczkowska,Piotr Zurawski,Marta Scislowicz,Karol Bernacki"
5638,Glass Onion,2022.0,139,"Comedy, Crime, Drama",7.2,Famed Southern detective Benoit Blanc travels to Greece for his latest case.,Rian Johnson,"Daniel Craig,Edward Norton,Kate Hudson,Dave Bautista"
5639,The Greatest Beer Run Ever,2022.0,126,"Adventure, Comedy, Drama",6.8,A man's story of leaving New York in 1967 to bring beer to his childhood buddies in the Army while they are fighting in Vietnam.,Peter Farrelly,"Zac Efron,Russell Crowe,Jake Picking,Kyle Allen"
5640,Clerks III,2022.0,100,"Comedy, Drama",6.3,"Dante, Elias, and Jay and Silent Bob are enlisted by Randal after a heart attack to make a movie about the convenience store that started it all.",Kevin Smith,"Brian O'Halloran,Jeff Anderson,Vincent Pereira,Mike Zapcic"
5641,Moving On,2022.0,85,Comedy,7.3,Two old friends reconnect at a funeral and decide to revenge on the widower who messed with them decades before.,Paul Weitz,"Jane Fonda,Lily Tomlin,Malcolm McDowell,Catherine Dent"
5642,The Last of Class,2022.0,120,"Comedy, Horror, Sci-Fi",5.7,"A group of Warsaw high school graduates, sick and tired of lockdowns and online schooling, decide to head to the seaside for a party to remember.",Xawery Zulawski,"Mikolaj Kubacki,Waleria Gorobets,Monika Mikolajczak,Mariusz Urbaniec"
5643,Riviera East,2022.0,105,"Comedy, Crime",5.9,"Gyuri Maurer's family is about to go on holiday, but instead of four passports, only three arrive. Instead of heading west with a German car and the accompanying papers, they will be tourists coming from the west.","Balázs Lévai,Dániel Tiszeker","Máté Mészáros,Lia Pokorny,Abigél Szõke,Mátyás Tóth"
5644,Hawa,2022.0,104,"Comedy, Drama, Family",5.0,"Hawa, a young girl who lives alone with her terminally ill grandmother. When she learns that Michelle Obama is visiting Paris, Hawa has the crazy idea of being adopted by this personality, whom she admires more than anything...",Maïmouna Doucouré,"Sania Halifa,Oumou Sangaré,Yseult,Thomas Pesquet"
5645,The People's Joker,2022.0,92,Comedy,5.6,An aspiring clown grappling with her gender identity combats a fascistic caped crusader.,Vera Drew,"Scott Aukerman,Phil Braun,Christian Calloway,Ruin Carroll"
5646,The Payback,2022.0,90,Action,4.2,"On his release from prison, a notorious gang leader tries to reclaim money he left with his gang, only to discover they've spent it all. To repay him, his old crew must join him in pulling off one more heist.",Zuko Nodada,"Siyabonga Twala,Mothusi Chebeletsane,Paul Maila,Sduduzo Majola"
5647,The Gravity,2022.0,85,"Drama, Sci-Fi",6.6,A mysterious cosmic event upsets the Earth's gravity and creates chaos in a futuristic Parisian suburb.,Cédric Ido,"Max Gomis,Jean-Baptiste Anoumon,Steve Tientcheu,Olivier Rosemberg"
5648,Carp-e Diem,2022.0,100,"Comedy, Crime",7.2,Two drifters on the run from a religious cult find themselves killing new homeowners only to find out they are leaders of a Mexican drug cartel. The cartel being new in the area the drifters see an opportunity to make some money.,"Andrew Arguello,MJ Palo","Emily Sweet,Jasmeet Baduwalia,Angela Barber,MJ Palo"
5649,A Man of Reason,2022.0,103,"Action, Drama, Thriller",6.4,"After 10 years of incarceration on behalf of his employer, all Su-hyuk wants is a normal life - one he hopes will include his former girlfriend, Min-seo, and their daughter, In-bi. But once...",Jung Woo-sung,"Jun-han Kim,Nam-gil Kim,Jung Woo-sung"
